ma_truong,ten_truong,ma_nganh,ten_nganh,to_hop_xet_tuyen,diem_chuan,hoc_phi,nam_tuyen_sinh,phuong_thuc_khac,mo_ta_nganh,chuong_trinh_dao_tao,co_hoi_nghe_nghiep,nhom_nganh
HBT,Học viện Báo chí và Tuyên truyền,QT7320107,Truyền thông quốc tế,D14; D15; X78,26.65,,2026,"Kết hợp: 27,09","Ngành Truyền Thông Quốc Tế đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
HBT,Học viện Báo chí và Tuyên truyền,BC7320105,Truyền thông đại chúng,D14; D15; X78,26.33,,2026,"Kết hợp: 26,9","Ngành Truyền Thông Đại Chúng đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
HBT,Học viện Báo chí và Tuyên truyền,QT7320107,Truyền thông quốc tế,D01,25.65,,2026,"Kết hợp: 27,09","Ngành Truyền Thông Quốc Tế đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
HBT,Học viện Báo chí và Tuyên truyền,XH7310301,Xã hội học,C03; C04; X01,23.32,,2026,"Kết hợp: 25,01","Ngành Xã Hội Học đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
HBT,Học viện Báo chí và Tuyên truyền,XH7310301,Xã hội học,D01,22.82,,2026,"Kết hợp: 25,01","Ngành Xã Hội Học đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
HBT,Học viện Báo chí và Tuyên truyền,XD7310202,Xây dựng Đảng và Chính quyền nhà nước,C03; C04; X01,23.65,,2026,"Kết hợp: 25,26","Ngành Xây Dựng Đảng Và Chính Quyền Nhà Nước đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
HBT,Học viện Báo chí và Tuyên truyền,XD7310202,Xây dựng Đảng và Chính quyền nhà nước,D01,23.15,,2026,"Kết hợp: 25,26","Ngành Xây Dựng Đảng Và Chính Quyền Nhà Nước đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
HBT,Học viện Báo chí và Tuyên truyền,XB802,"Xuất bản, chuyên ngành Xuất bản điện tử",D01,28.6,,2026,"Kết hợp: 32,25","Đào tạo kỹ sư Xuất Bản, Chuyên Ngành Xuất Bản Điện Tử có tư duy thiết kế, vận hành, bảo trì và tích hợp các hệ thống kỹ thuật hiện đại.","Thời gian đào tạo 4.5-5 năm (khoảng 150 tín chỉ) gồm toán - lý kỹ thuật, thí nghiệm chuyên ngành, CAD/CAM/PLC và đồ án kỹ thuật.","Kỹ sư thiết kế, kỹ sư vận hành nhà máy, quản lý dự án kỹ thuật, nghiên cứu và phát triển sản phẩm (R&D) tại các tập đoàn sản xuất.",Kỹ thuật và công nghệ kỹ thuật
HBT,Học viện Báo chí và Tuyên truyền,XB802,"Xuất bản, chuyên ngành Xuất bản điện tử",D14; D15; X78,29.6,,2026,"Kết hợp: 32,25","Đào tạo kỹ sư Xuất Bản, Chuyên Ngành Xuất Bản Điện Tử có tư duy thiết kế, vận hành, bảo trì và tích hợp các hệ thống kỹ thuật hiện đại.","Thời gian đào tạo 4.5-5 năm (khoảng 150 tín chỉ) gồm toán - lý kỹ thuật, thí nghiệm chuyên ngành, CAD/CAM/PLC và đồ án kỹ thuật.","Kỹ sư thiết kế, kỹ sư vận hành nhà máy, quản lý dự án kỹ thuật, nghiên cứu và phát triển sản phẩm (R&D) tại các tập đoàn sản xuất.",Kỹ thuật và công nghệ kỹ thuật
HBT,Học viện Báo chí và Tuyên truyền,XB801,"Xuất bản, chuyên ngành Biên tập xuất bản",D14; D15; X78,29.5,,2026,"Kết hợp: 32,21","Ngành Xuất Bản, Chuyên Ngành Biên Tập Xuất Bản đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
HBT,Học viện Báo chí và Tuyên truyền,XB801,"Xuất bản, chuyên ngành Biên tập xuất bản",D01,28.5,,2026,"Kết hợp: 32,21","Ngành Xuất Bản, Chuyên Ngành Biên Tập Xuất Bản đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210207,Biểu diễn nhạc cụ phương tây,N03,19,,2026,--,"Ngành Biểu Diễn Nhạc Cụ Phương Tây đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7540204,Công nghệ may,A00; D01,21,,2026,--,"Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ May.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7760101,Công tác xã hội,C00; C03; C04; D01,23,,2026,--,"Ngành Công Tác Xã Hội đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210234,Diễn viên kịch. điện ảnh - truyền hình,S00,19,,2026,--,"Đào tạo kỹ sư Diễn Viên Kịch. Điện Ảnh - Truyền Hình có tư duy thiết kế, vận hành, bảo trì và tích hợp các hệ thống kỹ thuật hiện đại.","Thời gian đào tạo 4.5-5 năm (khoảng 150 tín chỉ) gồm toán - lý kỹ thuật, thí nghiệm chuyên ngành, CAD/CAM/PLC và đồ án kỹ thuật.","Kỹ sư thiết kế, kỹ sư vận hành nhà máy, quản lý dự án kỹ thuật, nghiên cứu và phát triển sản phẩm (R&D) tại các tập đoàn sản xuất.",Kỹ thuật và công nghệ kỹ thuật
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7810101,Du lịch,C00; C03; C04; D01,23.3,,2026,--,"Ngành Du Lịch đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210103,Hội hoạ,H00,23.5,,2026,--,"Ngành Hội Hoạ đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210208,Piano,N02,23.5,,2026,--,"Ngành Piano đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7229042,Quản lý văn hoá,C00,24.7,,2026,--,"Ngành Quản Lý Văn Hoá đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7140221,Sư phạm Âm nhạc,N00,23,,2026,--,"Ngành Sư Phạm Âm Nhạc đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7140222,Sư phạm Mỹ thuật,H00,23,,2026,--,"Ngành Sư Phạm Mỹ Thuật đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210205,Thanh nhạc,N01,21,,2026,--,"Ngành Thanh Nhạc đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210403,Thiết kế đồ họa,H00,22.5,,2026,--,"Ngành Thiết Kế Đồ Họa đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210404,Thiết kế thời trang,H00,22.25,,2026,--,"Ngành Thiết Kế Thời Trang đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7540204,Công nghệ may,H00,23,,2025,,"Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ May.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7540204,Công nghệ may,A00; D01,18,,2025,,"Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ May.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7760101,Công tác xã hội,C00; C03; C04; D00,18,,2025,,"Ngành Công Tác Xã Hội đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210234,Diễn viên kịch. điện ảnh - truyền hình,S00,22,,2025,,"Đào tạo kỹ sư Diễn Viên Kịch. Điện Ảnh - Truyền Hình có tư duy thiết kế, vận hành, bảo trì và tích hợp các hệ thống kỹ thuật hiện đại.","Thời gian đào tạo 4.5-5 năm (khoảng 150 tín chỉ) gồm toán - lý kỹ thuật, thí nghiệm chuyên ngành, CAD/CAM/PLC và đồ án kỹ thuật.","Kỹ sư thiết kế, kỹ sư vận hành nhà máy, quản lý dự án kỹ thuật, nghiên cứu và phát triển sản phẩm (R&D) tại các tập đoàn sản xuất.",Kỹ thuật và công nghệ kỹ thuật
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7810101,Du lịch,C00; C03; C04; D00,19,,2025,,"Ngành Du Lịch đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210103,Hội hoạ,H00,30.25,,2025,,"Ngành Hội Hoạ đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210208,Piano,N00,29,,2025,,"Ngành Piano đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7229042,Quản lý văn hoá,C00,18,,2025,,"Ngành Quản Lý Văn Hoá đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7229042,Quản lý văn hoá,H00; N00,23,,2025,,"Ngành Quản Lý Văn Hoá đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7229042,Quản lý văn hoá,R00,26,,2025,,"Ngành Quản Lý Văn Hoá đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7140221,Sư phạm Âm nhạc,N00,28,,2025,,"Ngành Sư Phạm Âm Nhạc đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7140222,Sư phạm Mỹ thuật,H00,29,,2025,,"Ngành Sư Phạm Mỹ Thuật đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210205,Thanh nhạc,N00,28.5,,2025,,"Ngành Thanh Nhạc đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210403,Thiết kế đồ họa,H00,30,,2025,,"Ngành Thiết Kế Đồ Họa đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210404,Thiết kế thời trang,H00,26,,2025,,"Ngành Thiết Kế Thời Trang đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
GTA,Đại học Công nghệ Giao thông vận tải,GTADCAT2,An toàn dữ liệu và an ninh mạng,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,24.5,,2026,"Học bạ: 27,13; TSA: 56,75; HSA: 101,5; SPT: 18,5","Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực An Toàn Dữ Liệu Và An Ninh Mạng.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCDM2,CNKT Đầu máy - toa xe và tàu điện Metro,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,18,,2026,"Học bạ: 21,5; TSA: 41; HSA: 63; SPT: 12","Đào tạo kỹ sư Cnkt Đầu Máy - Toa Xe Và Tàu Điện Metro có tư duy thiết kế, vận hành, bảo trì và tích hợp các hệ thống kỹ thuật hiện đại.","Thời gian đào tạo 4.5-5 năm (khoảng 150 tín chỉ) gồm toán - lý kỹ thuật, thí nghiệm chuyên ngành, CAD/CAM/PLC và đồ án kỹ thuật.","Kỹ sư thiết kế, kỹ sư vận hành nhà máy, quản lý dự án kỹ thuật, nghiên cứu và phát triển sản phẩm (R&D) tại các tập đoàn sản xuất.",Kỹ thuật và công nghệ kỹ thuật
GTA,Đại học Công nghệ Giao thông vận tải,GTADCOD2,Cơ điện tử ô tô,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,22.75,,2026,"Học bạ: 25,81; TSA: 52,38; HSA: 89,38; SPT: 16,75","Đào tạo kỹ sư Cơ Điện Tử Ô Tô có tư duy thiết kế, vận hành, bảo trì và tích hợp các hệ thống kỹ thuật hiện đại.","Thời gian đào tạo 4.5-5 năm (khoảng 150 tín chỉ) gồm toán - lý kỹ thuật, thí nghiệm chuyên ngành, CAD/CAM/PLC và đồ án kỹ thuật.","Kỹ sư thiết kế, kỹ sư vận hành nhà máy, quản lý dự án kỹ thuật, nghiên cứu và phát triển sản phẩm (R&D) tại các tập đoàn sản xuất.",Kỹ thuật và công nghệ kỹ thuật
